ign,team_name,game_id,sub,role,champion,kills,deaths,assists,cs,dmg,gold,exp,cs/min,dmg/min,gold/min,exp/min,cs_diff,dmg_diff,gold_diff,exp_diff,kp,fb,vision,plates,solo_kills,gold_perc,dmg_perc
KeithRobus,No ADC? No Need,4782610850,False,TOP,Jax,5,3,9,173,16971,11516,14282,5.96,584.2,396.42,491.64,1,-330,2552,761,0.58,False,0.65,0,0,20.99,23.31
SeductivePenguln,No ADC? No Need,4782610850,False,JUNGLE,MasterYi,8,2,13,240,15397,13974,16586,8.26,530.02,481.03,570.95,57,1345,3549,5016,0.88,False,1.03,1,1,25.47,21.15
GhettoRobin,No ADC? No Need,4782610850,False,MIDDLE,Galio,7,0,12,195,21347,12098,15948,6.71,734.84,416.45,548.98,2,9705,3366,4356,0.79,False,1.0,1,0,22.05,29.32
Avër,No ADC? No Need,4782610850,False,BOTTOM,Ashe,3,2,10,157,6285,9411,10945,5.4,216.35,323.96,376.76,-107,-22269,-2146,-1065,0.54,False,0.65,0,0,17.15,8.63
Dinkisbuhl,No ADC? No Need,4782610850,False,SUPPORT,Zyra,1,3,14,45,12803,7872,10922,1.55,440.72,270.98,375.97,18,8579,1356,2878,0.62,False,1.51,0,0,14.35,17.59
W3AKSIDE,Bring Back Ruler,4782680795,False,TOP,Gwen,1,4,2,177,14038,8358,11737,7.18,569.49,339.07,476.15,-20,3778,-2540,-2033,0.25,False,0.45,1,1,20.71,31.38
bables,Bring Back Ruler,4782680795,False,JUNGLE,Briar,7,3,2,156,8373,10032,9900,6.33,339.68,406.98,401.62,-18,-3066,-1071,-2745,0.75,False,0.24,0,2,24.86,18.71
HarrisonTT,Bring Back Ruler,4782680795,False,MIDDLE,Sylas,1,5,0,183,4758,7294,12083,7.42,193.02,295.9,490.18,-48,-17421,-6127,-2747,0.08,False,0.45,0,0,18.07,10.63
Saker Lee,Bring Back Ruler,4782680795,False,BOTTOM,Ashe,2,5,5,173,13296,9032,9460,7.02,539.39,366.41,383.77,21,-434,-1999,-260,0.58,False,0.61,1,0,22.38,29.72
ArchMag342,Bring Back Ruler,4782680795,False,SUPPORT,Nautilus,1,8,5,34,4276,5641,7581,1.38,173.47,228.84,307.55,7,-1492,-1602,-870,0.5,False,1.22,0,0,13.98,9.56
KeithRobus,No ADC? No Need,4782680795,False,TOP,Ornn,4,1,9,197,10260,10898,13770,7.99,416.23,442.11,558.62,20,-3778,2540,2033,0.52,True,0.53,1,1,20.3,16.19
SeductivePenguln,No ADC? No Need,4782680795,False,JUNGLE,RekSai,5,1,7,174,11439,11103,12645,7.06,464.06,450.43,512.98,18,3066,1071,2745,0.48,False,0.77,1,0,20.68,18.05
GhettoRobin,No ADC? No Need,4782680795,False,MIDDLE,Corki,6,1,6,231,22179,13421,14830,9.37,899.76,544.46,601.62,48,17421,6127,2747,0.48,False,0.37,5,1,24.99,35.0
Avër,No ADC? No Need,4782680795,False,BOTTOM,Samira,9,5,7,152,13730,11031,9720,6.17,557.0,447.51,394.32,-21,434,1999,260,0.64,False,0.73,1,0,20.54,21.66
Dinkisbuhl,No ADC? No Need,4782680795,False,SUPPORT,Leona,1,4,14,27,5768,7243,8451,1.1,234.0,293.83,342.84,-7,1492,1602,870,0.6,False,2.31,1,0,13.49,9.1
Zehan,Team China,4785910946,False,TOP,Yorick,2,8,3,226,29715,12741,15438,6.75,887.01,380.33,460.84,53,7734,824,-2190,0.42,False,0.72,5,1,22.54,44.53
Rhaastakhan,Team China,4785910946,True,JUNGLE,Diana,5,4,3,182,7455,11931,12656,5.43,222.54,356.15,377.79,-34,-12473,-3462,-3356,0.67,False,0.57,2,2,21.11,11.17
LukeRTG,Team China,4785910946,False,MIDDLE,Syndra,4,5,2,269,17904,12446,16090,8.03,534.45,371.52,480.3,44,-5003,-1594,-2241,0.5,False,0.66,3,2,22.02,26.83
jr1,Team China,4785910946,False,BOTTOM,Samira,1,5,2,316,8008,13041,14434,9.43,239.04,389.28,430.87,68,-12357,-1419,-1959,0.25,False,0.51,1,0,23.07,12.0
Deep Croissant 2,Team China,4785910946,True,SUPPORT,Rell,0,7,4,31,3641,6363,9550,0.93,108.69,189.94,285.07,-7,-2265,-2506,-2120,0.33,False,2.63,0,0,11.26,5.46
KOREA KOREND,I'm down for anything,4785910946,False,TOP,Ornn,5,4,11,173,21981,11917,17628,5.16,656.15,355.73,526.21,-53,-7734,-824,2190,0.55,False,0.72,0,2,18.42,24.13
Dufil,I'm down for anything,4785910946,False,JUNGLE,Graves,10,2,11,216,19928,15393,16012,6.45,594.87,459.49,477.97,34,12473,3462,3356,0.72,True,0.78,0,1,23.8,21.88
Cactys,I'm down for anything,4785910946,False,MIDDLE,Ahri,6,4,12,225,22907,14040,18331,6.72,683.79,419.1,547.19,-44,5003,1594,2241,0.62,False,0.81,0,0,21.71,25.15
Burito,I'm down for anything,4785910946,False,BOTTOM,Ezreal,7,1,8,248,20365,14460,16393,7.4,607.91,431.64,489.34,-68,12357,1419,1959,0.52,False,0.87,0,0,22.36,22.36
togne bologne,I'm down for anything,4785910946,False,SUPPORT,Rakan,1,1,20,38,5906,8869,11670,1.13,176.3,264.75,348.36,7,2265,2506,2120,0.72,False,2.81,0,0,13.71,6.48
KOREA KOREND,I'm down for anything,4785967261,False,TOP,Rumble,0,6,7,178,20233,9792,14203,5.52,627.38,303.63,440.4,-43,4260,-2539,-3714,0.47,False,0.74,0,0,18.7,26.79
Dufil,I'm down for anything,4785967261,False,JUNGLE,Graves,7,6,6,164,20894,11948,12138,5.09,647.88,370.48,376.37,-16,16265,1451,-710,0.87,False,1.27,4,1,22.82,27.66
Cactys,I'm down for anything,4785967261,False,MIDDLE,Galio,4,3,6,177,15799,11221,13940,5.49,489.89,347.94,432.25,-48,-12099,-3589,-2721,0.67,False,0.81,2,0,21.43,20.92
Burito,I'm down for anything,4785967261,False,BOTTOM,Xayah,3,4,3,258,13449,12318,11735,8.0,417.02,381.95,363.88,33,-12808,-1644,-2089,0.4,False,0.37,1,0,23.53,17.81
togne bologne,I'm down for anything,4785967261,False,SUPPORT,Rakan,1,6,10,36,5154,7071,8731,1.12,159.81,219.26,270.73,-3,-1051,-1938,-2570,0.73,False,2.33,1,0,13.51,6.82
Zehan,Team China,4785967261,False,TOP,Ornn,4,1,9,221,15973,12331,17917,6.85,495.29,382.36,555.57,43,-4260,2539,3714,0.52,False,1.05,2,2,20.35,19.73
Rhaastakhan,Team China,4785967261,True,JUNGLE,Kayn,3,5,2,180,4629,10497,12848,5.58,143.53,325.49,398.39,16,-16265,-1451,710,0.2,False,0.4,0,0,17.32,5.72
LukeRTG,Team China,4785967261,False,MIDDLE,Syndra,6,3,11,225,27898,14810,16661,6.98,865.05,459.22,516.62,48,12099,3589,2721,0.68,False,0.47,0,3,24.44,34.46
jr1,Team China,4785967261,False,BOTTOM,KogMaw,9,4,6,225,26257,13962,13824,6.98,814.17,432.93,428.65,-33,12808,1644,2089,0.6,True,0.5,1,0,23.04,32.43
Deep Croissant 2,Team China,4785967261,True,SUPPORT,Lulu,3,2,14,39,6205,9009,11301,1.21,192.4,279.35,350.42,3,1051,1938,2570,0.68,False,2.6,0,0,14.86,7.66
Zehan,Team China,4786040801,False,TOP,Ornn,3,4,8,185,13890,10559,15474,5.39,404.96,307.84,451.14,-5,-2656,-629,-575,0.38,True,0.93,1,1,17.12,15.44
Rhaastakhan,Team China,4786040801,True,JUNGLE,Kayn,6,6,6,203,7556,12259,15105,5.92,220.29,357.41,440.38,63,-3330,-22,2785,0.41,False,0.55,0,1,19.88,8.4
LukeRTG,Team China,4786040801,False,MIDDLE,Syndra,13,2,8,242,32522,16795,16199,7.06,948.16,489.65,472.27,60,13315,4956,2241,0.72,False,0.52,1,4,27.24,36.14
jr1,Team China,4786040801,False,BOTTOM,Twitch,6,4,13,224,31651,13424,13279,6.53,922.77,391.37,387.14,-4,9882,21,37,0.66,False,0.38,1,0,21.77,35.18
Deep Croissant 2,Team China,4786040801,True,SUPPORT,Lulu,1,4,17,14,4359,8624,10765,0.41,127.08,251.43,313.85,-20,-183,1098,-389,0.62,False,2.86,1,0,13.99,4.84
KOREA KOREND,I'm down for anything,4786040801,False,TOP,Mordekaiser,3,5,4,190,16546,11188,16049,5.54,482.39,326.18,467.9,5,2656,629,575,0.35,False,0.9,1,1,19.89,22.68
Dufil,I'm down for anything,4786040801,False,JUNGLE,JarvanIV,6,9,8,140,10886,12281,12320,4.08,317.38,358.05,359.18,-63,3330,22,-2785,0.7,False,0.96,2,3,21.84,14.92
Cactys,I'm down for anything,4786040801,False,MIDDLE,Fizz,5,6,4,182,19207,11839,13958,5.31,559.97,345.16,406.94,-60,-13315,-4956,-2241,0.45,False,0.44,1,0,21.05,26.33
Burito,I'm down for anything,4786040801,False,BOTTOM,Ashe,6,4,2,228,21769,13403,13242,6.65,634.66,390.76,386.06,4,-9882,-21,-37,0.4,False,0.55,0,0,23.83,29.84
togne bologne,I'm down for anything,4786040801,False,SUPPORT,Nautilus,0,5,12,34,4542,7526,11154,0.99,132.42,219.42,325.19,20,183,-1098,389,0.6,False,1.49,0,0,13.38,6.23
Tank2020,RRRR,4786874902,False,TOP,Kaisa,4,6,5,231,26436,12510,15243,7.01,802.71,379.86,462.84,-12,12139,-3460,-3503,0.45,False,0.64,1,0,20.88,28.71
SANTIx9,RRRR,4786874902,True,JUNGLE,Sylas,2,6,12,172,16593,11909,13677,5.22,503.84,361.61,415.29,16,-1648,-788,-56,0.7,False,0.49,2,0,19.88,18.02
Godrick,RRRR,4786874902,False,MIDDLE,JarvanIV,2,9,13,146,13998,10015,13860,4.43,425.04,304.1,420.85,-86,-16959,-5362,-5850,0.75,False,0.97,0,0,16.71,15.2
runner90,RRRR,4786874902,False,BOTTOM,Sivir,10,4,5,335,28697,18317,18575,10.17,871.37,556.18,564.02,86,2566,2920,3669,0.75,False,0.64,0,0,30.57,31.17
Rhaastakhan,RRRR,4786874902,False,SUPPORT,Blitzcrank,2,13,8,17,6352,7166,10484,0.52,192.87,217.59,318.34,-11,2410,-2478,-1756,0.5,False,1.37,0,0,11.96,6.9
Mach 27,MUNCHES,4786874902,False,TOP,Jax,8,3,6,243,14297,15970,18746,7.38,434.12,484.92,569.21,12,-12139,3460,3503,0.37,False,0.43,4,2,23.12,15.28
mat2u,MUNCHES,4786874902,False,JUNGLE,Maokai,5,4,22,156,18241,12697,13733,4.74,553.88,385.54,416.99,-16,1648,788,56,0.71,True,1.0,0,0,18.38,19.49
BossSax,MUNCHES,4786874902,False,MIDDLE,Cassiopeia,12,4,14,232,30957,15377,19710,7.04,939.99,466.91,598.48,86,16959,5362,5850,0.68,False,1.12,1,4,22.26,33.09
FIGHTMEHNOW,MUNCHES,4786874902,False,BOTTOM,Ashe,8,3,17,249,26131,15397,14906,7.56,793.45,467.52,452.61,-86,-2566,-2920,-3669,0.66,False,0.94,0,0,22.29,27.93
Nelly4L,MUNCHES,4786874902,False,SUPPORT,Rell,5,6,20,28,3942,9644,12240,0.85,119.7,292.83,371.66,11,-2410,2478,1756,0.66,False,2.55,0,0,13.96,4.21
Mach 27,MUNCHES,4786950179,False,TOP,Jax,8,4,10,187,33711,12611,16349,6.25,1126.83,421.54,546.48,22,8731,1085,3239,0.55,False,0.37,2,1,20.64,29.91
mat2u,MUNCHES,4786950179,False,JUNGLE,Maokai,1,5,13,147,17003,10745,13336,4.91,568.35,359.16,445.77,24,5238,1682,3662,0.42,False,0.64,0,0,17.59,15.08
BossSax,MUNCHES,4786950179,False,MIDDLE,Jayce,15,3,6,246,31874,16224,17098,8.22,1065.43,542.31,571.52,17,1244,2067,1412,0.64,False,0.6,2,5,26.55,28.28
FIGHTMEHNOW,MUNCHES,4786950179,False,BOTTOM,Aphelios,9,2,6,231,24928,13929,14343,7.72,833.25,465.59,479.43,42,8677,3369,2279,0.45,False,0.47,3,0,22.8,22.12
Nelly4L,MUNCHES,4786950179,False,SUPPORT,Soraka,0,5,19,5,5200,7592,11596,0.17,173.82,253.77,387.61,-32,-2884,331,2264,0.58,False,1.74,2,0,12.43,4.61
Tank2020,RRRR,4786950179,False,TOP,Chogath,5,7,2,165,24980,11526,13110,5.52,834.99,385.27,438.22,-22,-8731,-1085,-3239,0.37,True,0.6,2,1,21.93,27.24
Rhaastakhan,RRRR,4786950179,False,JUNGLE,Kayn,4,11,3,123,11765,9063,9674,4.11,393.26,302.94,323.36,-24,-5238,-1682,-3662,0.37,False,0.5,0,1,17.24,12.83
Godrick,RRRR,4786950179,False,MIDDLE,Yorick,5,6,2,229,30630,14157,15686,7.65,1023.84,473.21,524.32,-17,-1244,-2067,-1412,0.37,False,0.7,3,4,26.93,33.4
runner90,RRRR,4786950179,False,BOTTOM,Ashe,4,5,5,189,16251,10560,12064,6.32,543.21,352.98,403.25,-42,-8677,-3369,-2279,0.47,False,0.47,0,1,20.09,17.72
LLAMATRADER123,RRRR,4786950179,True,SUPPORT,Braum,1,4,9,37,8084,7261,9332,1.24,270.22,242.71,311.93,32,2884,-331,-2264,0.53,False,2.04,0,0,13.81,8.81
TheeOrange,Coinflip Conundrum,4787787984,False,TOP,DrMundo,0,5,6,134,7173,8570,14296,4.2,224.74,268.51,447.92,-88,-19343,-8714,-2277,0.4,False,0.69,2,0,16.65,9.56
MoonNickZ,Coinflip Conundrum,4787787984,False,JUNGLE,Maokai,3,8,6,136,14864,10196,11114,4.26,465.71,319.46,348.22,-47,2922,-1558,-3584,0.6,False,0.72,0,0,19.81,19.81
Bixzy,Coinflip Conundrum,4787787984,False,MIDDLE,Azir,5,6,3,227,14392,12865,13943,7.11,450.92,403.08,436.86,-62,-32052,-3472,-4667,0.53,False,1.0,0,1,24.99,19.18
Neurons,Coinflip Conundrum,4787787984,False,BOTTOM,Ezreal,4,5,7,194,26191,11470,12597,6.08,820.61,359.37,394.68,48,18997,1680,818,0.73,True,0.31,1,1,22.28,34.91
conjax pineapple,Coinflip Conundrum,4787787984,False,SUPPORT,Karma,3,7,10,26,12410,8373,9792,0.81,388.83,262.34,306.8,-14,-1114,-1224,178,0.87,False,2.63,1,0,16.27,16.54
hpgamer7,the kitchen,4787787984,False,TOP,Darius,12,3,10,222,26516,17284,16573,6.96,830.79,541.54,519.26,88,19343,8714,2277,0.71,False,0.47,6,1,26.69,25.11
SANTIx9,the kitchen,4787787984,False,JUNGLE,Amumu,2,4,13,183,11942,11754,14698,5.73,374.16,368.27,460.51,47,-2922,1558,3584,0.48,False,0.75,0,0,18.15,11.31
ximmykun,the kitchen,4787787984,False,MIDDLE,Yone,11,2,5,289,46444,16337,18610,9.05,1455.16,511.86,583.08,62,32052,3472,4667,0.52,False,0.81,1,4,25.23,43.97
op2001,the kitchen,4787787984,False,BOTTOM,Seraphine,1,2,12,146,7194,9790,11779,4.57,225.4,306.74,369.05,-48,-18997,-1680,-818,0.42,False,1.0,0,0,15.12,6.81
farlon636,the kitchen,4787787984,False,SUPPORT,Velkoz,5,4,6,40,13524,9597,9614,1.25,423.73,300.69,301.22,14,1114,1224,-178,0.35,False,2.26,0,0,14.82,12.8
hpgamer7,the kitchen,4787855843,False,TOP,Darius,12,4,4,137,22307,11964,10015,6.06,987.04,529.38,443.14,37,16070,5718,309,0.7,True,0.62,5,1,26.2,35.51
SANTIx9,the kitchen,4787855843,False,JUNGLE,Belveth,6,3,10,168,10113,10770,10770,7.43,447.48,476.55,476.55,73,3215,3587,3628,0.7,False,0.53,2,0,23.59,16.1
ximmykun,the kitchen,4787855843,False,MIDDLE,Fizz,3,2,7,122,16430,8253,9743,5.4,726.99,365.18,431.11,-5,-1876,860,-52,0.43,False,0.31,0,0,18.07,26.16
op2001,the kitchen,4787855843,False,BOTTOM,Seraphine,2,2,11,126,10832,8590,9360,5.58,479.29,380.09,414.16,-3,-2452,-202,1839,0.57,False,0.62,5,0,18.81,17.24
farlon636,the kitchen,4787855843,False,SUPPORT,Alistar,0,1,16,27,3134,6086,6637,1.19,138.67,269.29,293.67,3,-2821,1181,1771,0.7,False,1.77,1,0,13.33,4.99
TheeOrange,Coinflip Conundrum,4787855843,False,TOP,DrMundo,1,3,2,100,6237,6246,9706,4.42,275.97,276.37,429.47,-37,-16070,-5718,-309,0.25,False,0.84,1,1,18.09,12.31
MoonNickZ,Coinflip Conundrum,4787855843,False,JUNGLE,Volibear,3,7,2,95,6898,7183,7142,4.2,305.22,317.83,316.02,-73,-3215,-3587,-3628,0.42,False,0.31,0,2,20.81,13.61
Bixzy,Coinflip Conundrum,4787855843,False,MIDDLE,Vladimir,3,2,4,127,18306,7393,9795,5.62,810.0,327.12,433.41,5,1876,-860,52,0.58,False,0.97,0,1,21.42,36.12
Neurons,Coinflip Conundrum,4787855843,False,BOTTOM,Jhin,4,4,2,129,13284,8792,7521,5.71,587.79,389.03,332.79,3,2452,202,-1839,0.5,False,0.18,0,1,25.47,26.21
conjax pineapple,Coinflip Conundrum,4787855843,False,SUPPORT,Pyke,1,7,2,24,5955,4905,4866,1.06,263.5,217.04,215.31,-3,2821,-1181,-1771,0.25,False,2.96,0,0,14.21,11.75
Babbles,Federal Bureau of Inting (FBI),4788766043,True,TOP,Yasuo,4,9,12,250,34811,15693,18893,6.66,927.06,417.92,503.14,28,10777,2029,217,0.48,False,0.61,1,0,21.73,23.43
CrazyApe43,Federal Bureau of Inting (FBI),4788766043,False,JUNGLE,Diana,22,2,9,261,66977,21640,23322,6.95,1783.68,576.3,621.09,14,44143,7690,5823,0.94,False,1.23,0,8,29.96,45.08
bbori,Federal Bureau of Inting (FBI),4788766043,False,MIDDLE,Gangplank,4,8,4,216,25101,14545,17454,5.75,668.47,387.35,464.82,-106,-12531,-3099,-3429,0.24,False,0.24,0,0,20.14,16.9
Kermalicious,Federal Bureau of Inting (FBI),4788766043,False,BOTTOM,Aphelios,2,3,5,196,13708,11056,13981,5.22,365.06,294.43,372.33,10,3677,-134,2091,0.21,False,0.29,0,0,15.31,9.23
Novaden,Federal Bureau of Inting (FBI),4788766043,False,SUPPORT,Soraka,1,6,19,12,7962,9291,14192,0.32,212.04,247.43,377.95,-31,133,476,1468,0.61,False,2.32,0,0,12.86,5.36
KeithRobus,No ADC? No Need,4788766043,False,TOP,Ornn,6,1,15,222,24034,13664,18676,5.91,640.05,363.89,497.36,-28,-10777,-2029,-217,0.75,False,0.75,2,2,20.94,23.48
SeductivePenguln,No ADC? No Need,4788766043,False,JUNGLE,Viego,6,8,7,247,22834,13950,17499,6.58,608.1,371.5,466.02,-14,-44143,-7690,-5823,0.46,False,0.91,0,2,21.38,22.31
GhettoRobin,No ADC? No Need,4788766043,False,MIDDLE,Ryze,10,6,6,322,37632,17644,20883,8.58,1002.18,469.88,556.14,106,12531,3099,3429,0.57,True,0.61,2,2,27.04,36.76
Avër,No ADC? No Need,4788766043,False,BOTTOM,Ashe,3,8,10,186,10031,11190,11890,4.95,267.14,298.0,316.64,-10,-3677,134,-2091,0.46,False,0.77,1,0,17.15,9.8
Dinkisbuhl,No ADC? No Need,4788766043,False,SUPPORT,Leona,3,10,11,43,7829,8815,12724,1.15,208.5,234.75,338.85,31,-133,-476,-1468,0.5,False,2.61,0,0,13.51,7.65
Weirdzilla78,IRS,4788824441,False,TOP,Darius,4,6,0,189,13068,10923,12706,7.26,501.65,419.31,487.75,4,-6425,-43,-1544,0.27,False,0.61,2,3,24.63,24.13
Rainßerry,IRS,4788824441,False,JUNGLE,Lillia,1,9,5,157,12945,8600,9392,6.03,496.93,330.13,360.54,-2,100,-2871,-2628,0.4,False,0.88,2,0,19.39,23.9
TuckManDog,IRS,4788824441,False,MIDDLE,Zilean,1,6,5,86,6820,6170,11237,3.3,261.8,236.85,431.36,-64,-17912,-6175,-2348,0.4,False,0.96,3,0,13.91,12.59
Rÿžê Bøt,IRS,4788824441,False,BOTTOM,Varus,4,9,2,183,8565,10363,9679,7.02,328.79,397.81,371.55,34,-6509,-2312,-853,0.4,False,0.54,1,0,23.37,15.82
Ibusaki,IRS,4788824441,False,SUPPORT,Anivia,5,10,6,24,12755,8291,7663,0.92,489.64,318.27,294.17,1,-10300,-2217,-5053,0.73,False,0.92,2,0,18.7,23.55
Tyrannical,Top Lane Is an Impactful Role,4788824441,False,TOP,Shen,5,1,13,185,19493,10966,14250,7.1,748.29,420.96,547.02,-4,6425,43,1544,0.45,True,0.46,2,0,18.92,20.48
saywho,Top Lane Is an Impactful Role,4788824441,False,JUNGLE,Nocturne,6,5,11,159,12845,11471,12020,6.1,493.09,440.35,461.42,2,-100,2871,2628,0.42,False,0.73,0,0,19.79,13.49
